place_id,population
"49038","99"
"49039","390"
"16066","3084"
"5053","75"
"47036","249"
"10058","1360"
"5054","1424"
"22081","270"
"9077","32"
"9078","37"
"31068","3864"
"44064","67"
"31069","974"
"43041","259"
"5055","638"
"10059","349"
"37091","178"
"46089","2777"
"40045","165"
"33015","1507"
"50074","9748"
"19074","81"
"17044","10380"
"8049","1608"
"3053","10124"
"10060","1054"
"26043","415"
"39019","2914"
"21022","223"
"18044","249"
"16067","144"
"50075","91"
"19075","65"
"50076","87"
"22083","522"
"22084","747"
"44065","60"
"50077","210"
"22082","318"
"31070","4163"
"44066","96"
"22085","106"
"12037","17"
"3054","449"
"3075","217"
"8057","68"
"25904","183"
"7064","7434"
"17048","10860"
"9079","51"
"37092","2677"
"37185","617"
"5056","97"
"23025","3314"
"11013","3049"
"19076","22"
"25064","134"
"8052","159"
"13033","1897"
"8050","169"
"8051","24187"
"44070","58"
"8053","3647"
"8054","12390"
"8055","752"
"25067","960"
"8056","67004"
"8058","2292"
"17046","961"
"8060","151"
"8059","436"
"12038","183"
"8061","2062"
"8062","1397"
"25068","683"
"12039","917"
"17047","10906"
"25069","536"
"46090","2274"
"8063","619"
"12040","171728"
"46091","147"
"44071","681"
"25070","1003"
"8064","2463"
"43042","2857"
"8065","1535"
"8066","1884"
"44067","141"
"44068","815"
"46092","317"
"22086","243"
"22087","84"
"9083","27"
"34048","64"
"6035","951"
"41027","4864"
"9082","36"
"24042","69"
"19078","55"
"42056","29"
"50078","263"
"22088","162"
"41028","2821"
"41029","17418"
"41030","629"
"18045","1318"
"16068","159"
"37096","222"
"40046","136"
"42058","103"
"16070","28"
"16071","22"
"45043","938"
"16072","134"
"41031","1443"
"23026","4058"
"12041","107"
"22089","313"
"31071","16"
"19079","8"
"42057","162"
"37097","44"
"34049","345"
"47037","174"
"32022","1349"
"32021","984"
"18046","2070"
"24043","119"
"34050","207"
"47038","111"
"49040","125"
"9084","177"
"24044","158"
"9085","621"
"34051","98"
"9088","61"
"34052","174"
"9086","796"
"9090","51"
"47039","171"
"33016","22376"
"32023","1224"
"4033","123"
"40047","31"
"27010","5052"
"14019","7809"
"39020","32069"
"47040","61"
"24046","964"
"24047","765"
"47041","160"
"49041","471"
"9091","796"
"40048","35"
"47042","54"
"34053","225"
"47043","320"
"49042","228"
"47044","369"
"47045","828"
"24049","1628"
"33017","3402"
"47046","143"
"40049","40"
"40051","42"
"24050","115"
"27011","2617"
"49043","287"
"47047","221"
"26044","54"
"6036","5880"
"46093","2777"
"46094","28120"
"12042","721"
"43043","4451"
"36010","3335"
"3055","8639"
"2025","9963"
"46095","700"
"12043","664"
"25071","47"
"9063","242"
"9093","184"
"45045","1750"
"23027","824"
"41032","4718"
"23028","7441"
"49044","79"
"24051","413"
"24052","147"
"45046","3235"
"9094","53"
"5057","3120"
"24053","451"
"10061","1840"
"15022","6640"
"10062","440"
"40052","89"
"45047","3762"
"44074","664"
"15023","7546"
"30017","14983"
"47048","211"
"9095","123"
"44075","388"
"32024","5649"
"44076","2574"
"17189","1946"
"26045","11"
"17049","5452"
"31193","1831"
"19080","72"
"19081","24"
"18047","8002"
"26046","2076"
"28037","2033"
"2026","1181"
"32025","1120"
"8067","7404"
"19082","117"
"42059","20"
"37098","311"
"5058","74"
"42060","28"
"15024","5001"
"28038","7026"
"8268","1145"
"46096","331"
"8266","57403"
"36011",
"15025","1113"
"37099","64"
"49046","259"
"49047","112"
"37100","78"
"10063","165"
"40053","112"
"40054","136"
"9098","555"
"49048","114"
"44077","93"
"37101","146"
"45048","421"
"9100","62"
"21023","2364"
"37102","407"
"27012","1338"
"34055","280"
"8068","9054"
"25072","9180"
"28039","150"
"50079","271"
"45049","517"
"34056","2333"
"16073","221"
"12044","575"
"26047","2294"
"50080","33"
"25073","640"
"17050","968"
"47049","90"
"27013","4227"
"37103","495"
"50081","593"
"51001","84777"
"30018","11787"
"34057","491"
"34058","194"
"37114","82"
"22094","106"
"5067","76"
"32029","456"
"40065","736"
"27016","8192"
"28051","2328"
"18059","5565"
"19103","282"
"6042","1176"
"46107","2435"
"46106","1489"
"19104","18"
"46108","474"
"4036","278"
"46109","8494"
"22095","83"
"11015","84489"
"23029","965"
"12053","2679"
"16023","617"
"19106","88"
"13038","1816"
"23030","1434"
"19105","3579"
"18061","1257"
"22096","393"
"2029","4206"
"28052","5331"
"11016","19123"
"50092","523"
"4037","1472"
"46111","15123"
"50093","104"
"12055","112"
"12056","288"
"24065","2581"
"45056","3966"
"21030","2222"
"45057","257"
"46112","665"
"16081","57"
"18062","15200"
"9101","75"
"26048","25"
"42061","301"
"28040","24592"
"16074","28"
"39021","538"
"30019","34988"
"19086","1645"
"47050","5235"
"42062","19"
"47051","369"
"42063","51"
"26049","178"
"18048","3322"
"5059","93"
"9102","32"
"10064","1624"
"37104","26"
"9103","218"
"9104","44"
"40055","33"
"39022","1305"
"24054","463"
"24055","724"
"50082","97"
"50083","106"
"19087","22"
"12045","391"
"31072","7903"
"37106","271"
"12046","201"
"31074","487"
"42064","88"
"31075","155"
"19088","122"
"45050","551"
"9105","99"
"19089","29"
"26050","153"
"42065","22"
"5060","102"
"34059","435"
"17051","282"
"47052","9034"
"24056","3135"
"13034","74746"
"37107","12344"
"7015","29840"
"25074","208"
"31076","3888"
"50084","66"
"25075","157"
"26051","260"
"33018","3315"
"4034","171"
"45051","2255"
"28041","7428"
"19090","114"
"45052","4310"
"34060","143"
"40056","34"
"49050","579"
"40057","1763"
"37108","109"
"3056","11511"
"50085","201"
"44080","336"
"40058","327"
"50086","234"
"6037","2075"
"46097","1130"
"47053","141"
"47054","685"
"19091","25"
"9108","557"
"18049","673"
"18050","2031"
"19092","540"
"25076","158"
"29042","22147"
"15027","1824"
"17054","448"
"32026","3050"
"5061","336"
"39023","8484"
"25077","550"
"5062","168"
"10065","195"
"5063","32"
"40059","125"
"28046","6958"
"28047","63679"
"34061","102"
"8069","4466"
"43045","176"
"8070","342"
"29043","3376"
"37109","182"
"28043","8032"
"28042","1725"
"28045","50752"
"28044","9130"
"18051","1309"
"17055","176"
"33019","3257"
"22090","110"
"25163","265"
"29044","1315"
"39024","2141"
"29045","3922"
"25161","418"
"40060","90"
"9109","1342"
"19095","14"
"19096","123"
"43046","103"
"3057","187"
"24057","1475"
"34062","153"
"19097","17"
"11014","22529"
"14020","379"
"10066","185"
"7016","4053"
"43047","6540"
"41033","5896"
"5064","108"
"45053","9998"
"50087","37"
"9110","77"
"49052","187"
"19098","28"
"8071","310"
"44082","107"
"46098","3100"
"43048","1016"
"8072","14822"
"24058","199"
"25078","1444"
"17057","1267"
"47055","201"
"15028","1589"
"14021","325701"
"6038","909"
"37110","118"
"34063","109"
"26052","156"
"19099","349"
"31077","7971"
"26053","257"
"49053","1047"
"27014","3481"
"10067","12478"
"41034","30777"
"41035","1251"
"15029","6074"
"26054","312"
"8073","88592"
"17056","2364"
"43049","941"
"6039","2162"
"41036","4746"
"28048","713"
"26055","41"
"45054","5352"
"40061","77"
"13035","1123"
"2027","324"
"39025","10841"
"47056","105"
"49054","961"
"41037","3941"
"6040","1222"
"21024","548"
"32027","1085"
"21025","4666"
"21026","299"
"31078","3151"
"44084","61"
"12048","318"
"18053","1869"
"29046","3101"
"46099","814"
"18054","996"
"13036","884"
"24059","887"
"15030","245711"
"9112","109"
"33020","15549"
"39026","2039"
"44085","50"
"42068","79"
"28049","81661"
"27015","4484"
"7017","1288"
"12049","524"
"50088","364"
"49055","103"
"46100","333"
"2028","123"
"36012",
"42069","1680"
"9113","552"
"36013","2396"
"12050","1823"
"3058","7297"
"13037","969"
"40902","131"
"36014","2012"
"43050","3642"
"24060","544"
"17058","246"
"5065","495"
"44086","567"
"3059","28952"
"6041","552"
"37112","157"
"44087","62"
"17901","1279"
"10068","841"
"24061","2001"
"32028","1679"
"50089","13303"
"44088","43"
"28050","6413"
"50090","155"
"8074","15329"
"25079","343"
"42070","33"
"34066","61"
"24062","141"
"24063","388"
"47057","326"
"40062","73"
"19102","121"
"9114","92"
"49056","313"
"24064","1816"
"44089","58"
"49057","114"
"9115","98"
"37113","440"
"42071","184"
"49058","320"
"44090","78"
"33021","4987"
"49059","85"
"40063","9583"
"16078","54690"
"47058","224"
"50091","41"
"45055","1291"
"41903","8610"
"44092","78"
"42073","73"
"9117","122"
"16079","29"
"29047","1395"
"44093","126"
"40905","136"
"9119","46"
"29049","3648"
"4035","14081"
"29048","1589"
"18912","1735"
"5066","484"
"44094","132"
"12051","495"
"18056","4129"
"18057","7429"
"46105","22145"
"15031","30402"
"10069","848"
"21027","56"
"21028","381"
"21029","1755"
"43051","12952"
"36015","4677"
"47059","123"
"15032","3983"
"29050","607"
"26056","493"
"28053","10205"
"13039","17929"
"46113","3117"
"4038","4006"
"17060","546"
"50094","1983"
"26057","52"
"18063","1599"
"17061","253"
"3061","1737"
"3062","690"
"20029","5459"
"33022","921"
"34067","133"
"34068","50"
"18064","419"
"18065","705"
"7018","617"
"18066","2627"
"10070","709"
"43901","11482"
"3063","42166"
"48901","6631"
"10071","123"
"31079","79"
"24066","479"
"42075","79"
"42076","214"
"31080","604"
"5903","139"
"18067","764"
"18068","2054"
"48026","1436"
"37115","121"
"15033","2768"
"18069","622"
"3064","7470"
"46114","708"
"40068","25"
"45058","372"
"6043","788"
"6044","37151"
"14022","4638"
"31081","433"
"31221","1726"
"40069","91"
"37116","71"
"37117","2097"
"5069","78"
"20069","187415"
"5070","34"
"46115","376"
"41038","133968"
"14023","2411"
"45059","2223"
"8075","5481"
"36016","1082"
"19107","366"
"18070","330"
"34069","2612"
"43053","245"
"15034","2983"
"48027","29791"
"18071","7015"
"19108","106"
"40070","180"
"42078","1090"
"48028","823"
"31083","75"
"41039","39873"
"20030","27522"
"7026","49783"
"50095","16783"
"37118","126"
"4902","83594"
"44096","175"
"48031","350"
"1021","599"
"2030","3585"
"3065","232517"
"1022","1005"
"3066","52618"
"20031","250"
"20033","1136"
"20032","11613"
"31087","220"
"46116","18235"
"10072","908"
"48032","7372"
"1023","333"
"19109","33"
"50096","37"
"46117","687"
"37120","112"
"37119","99"
"50098","178"
"40071","44"
"37121","633"
"37122","237"
"47060","248"
"14024","2254"
"21031","1305"
"37123","164"
"24067","709"
"40072","304"
"9120","39"
"26058","160"
"37124","218"
"31089","286"
"46118","4752"
"16082","317"
"4041","466"
"46119","887"
"49061","156"
"39028","5163"
"26059","1536"
"32030","1140"
"6045","551"
"50099","4386"
"48902","24350"
"31090","151"
"24068","457"
"48033","245"
"31091","372"
"50100","342"
"48034","15880"
"20067","39471"
"20066","585"
"1046","785"
"48079","479"
"31092","800"
"45060","193"
"21032","2284"
"17062","10339"
"39029","779"
"45061","3241"
"40073","499"
"45062","1427"
"19110","63"
"23031","950"
"40074","298"
"19111","185"
"50101","1051"
"24069","39"
"40075","167"
"42079","21"
"19112","57"
"7019","212"
"28054","16162"
"44097","136"
"44099","852"
"10073","855"
"37125","239"
"18072","791"
"32031","1116"
"47061","271"
"20034","4065"
"31094","111"
"12057","759"
"37126","31"
"49062","107"
"12058","71"
"6046","1462"
"6047","1019"
"6048","925"
"8076","22251"
"41040","15791"
"31095","74"
"37127","222"
"42080","155"
"14025","3329"
"42081","161"
"23032","619"
"11017","3860"
"14026","2397"
"40076","8986"
"17063","215"
"37128","262"
"34070","144"
"9122","100"
"19113","628"
"5072","114"
"9124","1681"
"34071","172"
"9123","45"
"45063","436"
"40077","1344"
"19114","38"
"25081","341"
"43054","3755"
"8077","46680"
"22099","581"
"17064","416"
"17065","438"
"7020","5062"
"25082","364"
"31096","104"
"8078","254"
"8254","2181"
"45064","5549"
"19115","37"
"22102","208"
"22103","800"
"25088","118"
"8079","406"
"25085","162"
"31097","13810"
"7021","315"
"41041","12505"
"42082","7"
"9125","589"
"29051","68286"
"44100","203"
"31098","2702"
"25086","772"
"25087","70"
"46120","1456"
"26060","85"
"22105","120"
"36017","20479"
"45065","225"
"28055","1260"
"19116","14"
"46121","121"
"31099","58"
"31082","813"
"31084","2483"
"31085","650"
"48029","11563"
"48030","788"
"31100","284"
"31101","1805"
"26061","2024"
"31093","306"
"20035","611"
"31102","146"
"31103","43"
"50102","1125"
"24070","4493"
"3067","106"
"22106","22"
"31104","2315"
"43055","2834"
"3068","47"
"22107","101"
"12059","267"
"17005","599"
"29052","253"
"49063","330"
"49064","506"
"50104","379"
"25089","116"
"38012","2786"
"43056","941"
"46122","3538"
"46123","2518"
"50105","379"
"50106","139"
"43057","40"
"7022","17780"
"4043","628"
"15035","12944"
"2031","643"
"6049","1144"
"49065","1206"
"13040","1001"
"14027","9663"
"18074","299"
"49066","499"
"49067","365"
"7023","4777"
"49068","466"
"44101","56"
"15036","66065"
"8134","1114"
"8080","42"
"25908","252"
"43058","111"
"17066","46654"
"43059","320"
"12060","523"
"49069","332"
"50107","1259"
"4045","1994"
"4044","2079"
"3069","6715"
"35008","7455"
"22109","330"
"15037","4708"
"31105","2011"
"17067","1093"
"43060","3408"
"5073","306"
"25092","147"
"37129","270"
"8082","1451"
"8081","470"
"46126","7367"
"17068","297"
"24071","1080"
"27017","1024"
"8083","2267"
"47062","173"
"50108","56"
"47063","99"
"26062","93"
"25093","784"
"3077","2544"
"4046","989"
"18076","978"
"44102","27"
"49071","756"
"8084","1453"
"27018","3465"
"46127","3794"
"46128","2038"
"8085","1327"
"17069","444"
"19117","2370"
"13041","275"
"46124","971"
"17070","139"
"17071","1468"
"31106","996"
"47064","38"
"9127","54"
"5074","748"
"22110","859"
"26063","135"
"25094","186"
"22111","172"
"17902","1687"
"12061","465"
"36018","3388"
"43061","43"
"37130","193"
"7024","12111"
"3070","4191"
"44103","141"
"7025","660"
"17073","2650"
"36019","1616"
"44105","80"
"46125","1026"
"44106","205"
"17074","763"
"30020","10112"
"48906","920"
"27019","9980"
"44107","245"
"15038","2339"
"37131","183"
"22112","15033"
"50109","99"
"23033","1575"
"33023","3796"
"9128","94"
"8086","20092"
"50110","380"
"34072","147"
"42083","24"
"6050","4847"
"37132","348"
"43062","346"
"18078","918"
"50111","204"
"16083","40"
"40078","165"
"16084","48"
"9129","95"
"44108","438"
"5075","116"
"28056","1572"
"37133","106"
"10075","268"
"9130","68"
"9131","660"
"37134","213"
"40079","265"
"42084","21"
"40080","67"
"49075","138"
"49076","377"
"24073","496"
"9132","186"
"9133","44"
"49077","167"
"28057","2221"
"34073","189"
"5076","589"
"47065","885"
"9134","252"
"44109","115"
"49078","152"
"29053","3009"
"27020","3744"
"34074","767"
"38013","4093"
"16085","155"
"48035","536"
"40081","112"
"19118","10"
"13042","1036"
"38014","1722"
"19119","86"
"50113","778"
"50114","145"
"44110","37"
"29054","80309"
"28058","193700"
"6051","1845"
"13043","217"
"26064","3134"
"47066","1773"
"45066","11370"
"2032","297"
"23034","3074"
"2033","2489"
"30021","16583"
"6052","4721"
"16086","1205"
"29055","2596"
"37135","1299"
"40082","116"
"6053","688"
"6054","6743"
"13044","3220"
"40083","176"
"40084","56"
"5077","170"
"28059","6696"
"47067","156"
"49079","106"
"14028","351"
"12063","52"
"14029","4604"
"47068","34"
"14030","9783"
"14031","672"
"18079","4406"
"2034","1792"
"42085","178"
"9135","45"
"42086","34"
"42087","61"
"9136","212"
"37136","677"
"21033","678"
"19120","136"
"49080","684"
"9137","238"
"19121","325"
"16087","274"
"16088","109"
"37137","101"
"9138","96"
"42088","61"
"19122","94"
"42089","66"
"19123","46"
"9139","100"
"16904","513"
"9140","119"
"19124","517"
"40086","836"
"40087","96"
"42090","88"
"40088","341"
"37138","268"
"46129","682"
"16089","455"
"44111","92"
"44112","461"
"41042","7111"
"5078","100"
"12064","87"
"37139","216"
"24074","98"
"50115","4504"
"50116","231"
"6055","2302"
"42092","64"
"34076","637"
"37140","1134"
"49082","374"
"44113","118"
"34077","451"
"49081","1475"
"40089","240"
"49083","50"
"40091","108"
"44114","284"
"9141","757"
"49084","286"
"42093","43"
"40092","147"
"28060","2053"
"23035","1357"
"16091","63"
"22113","587"
"25096","1248"
"25097","85"
"31107","2440"
"31108","2490"
"16092","183"
"18905","21115"
"20038","488"
"4047","3012"
"8090","175"
"3072","452"
"12065","188"
"20037","128"
"19125","47"
"37141","163"
"28061","33742"
"19126","2403"
"31109","2273"
"21034","1379"
"9143","29"
"26065","62"
"48036","29326"
"48037","831"
"35009","24242"
"49085","1004"
"18082","1075"
"43063","731"
"26066","351"
"37142","684"
"37143","427"
"37144","378"
"10076","918"
"4048","2794"
"9144","45"
"40093","104"
"5079","70"
"37145","283"
"47069","122"
"5080","42"
"37146","110"
"49086","113"
"49087","490"
"8087","172"
"26067","22"
"31110","98"
"50117","152"
"31111","93"
"50118","2596"
"44115","162"
"19127","100"
"45067","3016"
"48038","1379"
"49088","93"
"43064","3064"
"46131","74562"
"16093","59"
"38015","4871"
"38016","1667"
"48039","327"
"31112","91"
"6056","508"
"43065","527"
"10077","709"
"37147","183"
"37148","449"
"40094","463"
"45068","206"
"37149","61"
"31113","139"
"44116","93"
"28062","347"
"5081","39"
"10078","378"
"10079","957"
"10080","389"
"28063","316"
"10081","127"
"43066","187"
"31114","499"
"6057","587"
"24076","1504"
"31115","190"
"42094","732"
"8088","16514"
"17075","437"
"17076","162"
"17077","855"
"41043","790"
"6058","2346"
"10082","2034"
"4049","9212"
"10083","95"
"28064","193"
"16094","153"
"19129","28"
"11018","1752"
"10084","1447"
"3071","6049"
"48040","1663"
"47070","33"
"46902","378"
"29056","1576"
"48041","836"
"8089","46771"
"46130","1038"
"25098","261"
"5082","586"
"20907","152"
"44117","360"
"37150","38"
"12067","635"
"8091","7533"
"50119","1013"
"41044","10184"
"49090","217"
"5083","156"
"29057","410"
"23037","611"
"31116","70"
"46132","2842"
"17078","448"
"41045","7585"
"4050","1030"
"47071","509"
"45069","2300"
"48046","17016"
"46133","556"
"28065","183374"
"20039","2821"
"48044","77946"
"21035","12607"
"33024","271780"
"5085","35"
"5084","64"
"41046","3727"
"46134","3324"
"25912","1111"
"5086","75"
"26068","112"
"44118","194"
"41047","13420"
"43067","753"
"2035","2512"
"17079","101852"
"8092","4826"
"8093","25"
"22114","142"
"48047","208"
"18083","233"
"43068","575"
"46135","13088"
"46136","3533"
"50120","54"
"31117","704"
"18084","5795"
"42095","2626"
"25099","1840"
"2036","104"
"37151","151"
"42096","310"
"17080","188"
"37152","442"
"32033","732"
"40095","683"
"36021","14286"
"31118","158"
"18085","733"
"18086","381"
"24077","252"
"48042","1710"
"10085","367"
"24078","409"
"3073","249"
"48043","5785"
"42097","16"
"25100","206"
"5087","162"
"50121","318"
"33025","10333"
"24079","954"
"33026","9784"
"22115","400"
"16095","91"
"16096","361"
"24080","227"
"40097","238"
"18087","232462"
"21036","239"
"8094","2157"
"25101","712"
"38017","50146"
"21037","516"
"13045","714"
"33027","835"
"5088","27"
"22116","1762"
"8095","69"
"25102","936"
"46137","285"
"49091","277"
"3074","2580"
"6059","2014"
"10086","328"
"14032","461"
"8096","61275"
"26069","254"
"49092","122"
"25103","148"
"25105","132"
"25104","142"
"43069","229"
"22117","3395"
"26070","185"
"11019","2027"
"44119","136"
"9148","111"
"34079","2319"
"28066","10319"
"9149","37"
"50122","74"
"50123","589"
"36022","10650"
"18088","1935"
"19130","85871"
"44120","241"
"41048","2627"
"14033","1583"
"28067","6214"
"13046","725"
"10087","1862"
"45070","1792"
"28068","16032"
"46138","468"
"46139","5893"
"6903","2485"
"18089","18422"
"37154","140"
"18906","1057"
"8097","1500"
"18093","5193"
"17081","397"
"38018","5520"
"36023","9977"
"46140","526"
"3076","15348"
"23038","5011"
"45071","2246"
"8099","908"
"34080","5995"
"6060","6964"
"29058","2260"
"49093","327"
"23039","2724"
"34081","60"
"44121","76"
"32034","1254"
"18094","2820"
"48045","6734"
"31119","38"
"31120","432"
"18095","2595"
"38019","21368"
"43070","270"
"37155","76"
"10088","197"
"10089","1513"
"10090","530"
"10091","387"
"14034","355"
"37156","5633"
"41049","12788"
"17082","537"
"38020","20190"
"25109","265"
"25903","297"
"31121","78"
"5089","497"
"25110","7136"
"27022","5484"
"25111","134"
"9151","556"
"9152","363"
"27023","2690"
"8100","2681"
"39030","2354"
"22119","1467"
"24081","124"
"5090","78"
"6061","1243"
"9154","143"
"1056","221"
"35010","5123"
"26071","11408"
"9155","30"
"39031","1569"
"6062","647"
"2037","30306"
"16097","139"
"19132","104"
"19133","270"
"12068","42"
"26072","336"
"13047","8390"
"45072","785"
"10092","286"
"37157","78"
"37158","250"
"37159","80"
"39032","1603"
"34082","80"
"38021","1832"
"49094","228"
"10093","448"
"20040","20354"
"5092","159"
"20041","303"
"5093","413"
"26073","114"
"41050","6461"
"10094","253"
"50124","506"
"34083","1966"
"42098","9"
"34084","161"
"6063","3482"
"2038","326"
"19134","30"
"39033","605"
"5094","126"
"10095","333"
"45073","333"
"47073","122"
"16098","664"
"10096","3976"
"26074","121"
"19135","115"
"10097","113"
"23041","619"
"6064","948"
"21038","1287"
"5095","262"
"6065","347"
"6066","1955"
"6067","2253"
"12069","54"
"2039","1158"
"46141","500"
"5096","80"
"44122","1721"
"19136","19"
"49095","316"
"10098","401"
"21039","325"
"23042","401"
"21040","3976"
"37160","659"
"44123","111"
"45074","383"
"42100","31"
"14035","6788"
"6068","483"
"16099","188"
"13048","536"
"16100","771"
"31256","102"
"28069","57"
"19138","294"
"16101","141"
"10099","641"
"19139","33"
"20036","16828"
"3078","1198"
"16102","1566"
"40099","58"
"40100","307"
"45075","141"
"40101","1464"
"9159","71"
"16103","253"
"9160","90"
"16104","61"
"19142","318"
"34086","105"
"9162","146"
"9164","180"
"9163","661"
"5097","508"
"28070","145"
"5099","505"
"13049","883"
"37161","138"
"16106","3493"
"37162","225"
"28071","86"
"19143","2535"
"9166","102"
"45076","709"
"26075","416"
"26076","133"
"6069","3595"
"14036","4497"
"5100","290"
"26077","17"
"34087","141"
"47074","165"
"9167","59"
"23043","601"
"26078","98"
"9168","340"
"43071","1149"
"19145","42"
"9169","105"
"24082","998"
"8101","264923"
"8162","2973"
"17083","4221"
"2040","647"
"37163","36"
"9170","233"
"28072","8434"
"5102","2131"
"5101","293"
"5103","63"
"10100","874"
"5106","28"
"5104","33"
"5105","383"
"22122","70"
"44124","83"
"22908","223"
"31122","7101"
"45077","710"
"4051","480"
"10101","220"
"18096","403"
"16107","99"
"23044","5776"
"21041","143663"
"16108","57"
"18097","1184"
"4052","17651"
"4053","19127"
"26079","817"
"19146","51"
"16109","44"
"9172","185"
"19147","42"
"37164","284"
"9173","131"
"16110","114"
"9174","923"
"45078","1649"
"16111","194"
"19148","53"
"22124","206"
"40103","170"
"23045","2489"
"44125","73"
"22125","53132"
"18098","7253"
"16112","1765"
"18099","1877"
"18100","10352"
"18101","12039"
"19150","143"
"41051","3015"
"9175","118"
"19151","1496"
"28073","19743"
"29059","3286"
"9176","65"
"5107","51"
"34088","320"
"10102","544"
"31124","249"
"20042","4199"
"48048","632"
"50125","404"
"9177","1404"
"3079","23489"
"33028","1251"
"22126","96"
"9178","40"
"23046","2832"
"38022","23254"
"20043","2312"
"31259","639"
"26080","595"
"9179","38"
"9180","145"
"44126","410"
"45079","411"
"48094","4284"
"22127","723"
"8102","39967"
"29060","763"
"24083","1145"
"31125","325"
"20044","498"
"22128","211"
"36901","4926"
"45080","3"
"19152","686"
"33029","346"
"4054","394"
"33030","1014"
"45081","28894"
"18102","10054"
"50126","2924"
"31126","423"
"7027","33319"
"27024","1570"
"35011","31321"
"16113","4305"
"19153","22"
"4055","448"
"19154","59"
"31127","172"
"32035","1466"
"15039","1334"
"23047","1899"
"37165","33"
"19155","68"
"20045","62401"
"1901","3411"
"20046","1852"
"1027","517"
"31904","2233"
"31128","395"
"22129","235"
"9181","294"
"47075","6344"
"21042","21264"
"41902","5839"
"25115","1019"
"17084","281"
"48049","735"
"29061","1469"
"50128","31"
"34089","152"
"9182","80"
"18103","988"
"20047","658"
"37166","214"
"40104","378"
"31129","511"
"31130","403"
"48910","3662"
"25113","1531"
"25112","334"
"25114","104"
"31131","1235"
"31132","176"
"24084","159"
"31133","40"
"14037","4261"
"18105","5134"
"29062","868"
"23048","960"
"48050","255"
"44127","63"
"23049","2039"
"21043","2250"
"22130","12988"
"3080","2022"
"19156","1413"
"23050","112999"
"17085","380"
"46142","830"
"26081","21"
"49096","159"
"23051","3293"
"12070","675"
"50129","280"
"46144","754"
"10103","465"
"10104","6478"
"9183","48"
"9184","7"
"10105","2828"
"10106","136"
"50130","435"
"44128","66"
"22131","92"
"44129","37"
"50131","235"
"31134","189"
"3082","27604"
"31135","110"
"18107","1060"
"11020","212749"
"6070","9303"
"18108","968"
"12071","1548"
"10107","1261"
"18109","919"
"3083","6865"
"23052","1284"
"11021","6951"
"29063","372"
"19157","59"
"24086","296"
"23053","11667"
"17086","3290"
"8103","835"
"44130","30"
"2041","355"
"44131","34"
"25910","106"
"50132","1073"
"40105","42"
"40106","200"
"29064","528"
"17087","323"
"30022","25600"
"18111","3833"
"5108","38"
"25118","386"
"25119","3475"
"9189","132"
"9190","88"
"9191","33"
"9192","56"
"31136","563"
"49097","75"
"18112","153"
"37167","194"
"29065","232"
"48022","2778"
"48907","441"
"1019","180"
"1020","376"
"40107","106"
"1028","1452"
"13050","569"
"22133","162"
"18115","3471"
"10108","201"
"45082","1369"
"34091","132"
"50133","111"
"1030","157"
"1031","1494"
"44132","73"
"24087","645"
"26082","104"
"40108","114"
"47076","22725"
"24088","1058"
"16115","50"
"16116","77"
"37168","466"
"26083","375"
"23040","1710"
"31138","1279"
"36024","20218"
"22135","197"
"22136","892"
"36025","2445"
"39034","272"
"31139","169"
"22137","1174"
"27026","2605"
"1032","691"
"16117","1234"
"48051","251"
"5109","478"
"42103","704"
"50134","121"
"47077","248"
"33031","39420"
"40109","84"
"18116","3507"
"34092","283"
"1902","875"
"18117","588"
"41052","3814"
"31140","148"
"5110","828"
"44133","22"
"6071","281"
"22139","91"
"31141","120"
"1033","865"
"15041","11347"
"26084","10500"
"39035","11025"
"32038","429"
"4056","192"
"48052","2033"
"31142","2075"
"31143","102"
"20048","251"
"31144","951"
"37169","187"
"23054","472"
"20902","18380"
"22141","129"
"22142","132"
"22143","230"
"22144","298"
"40110","358"
"40111","64"
"40112","3891"
"1036","18102"
"4057","1536"
"48053","1194"
"33032","12977"
"15040","3016"
"50135","97"
"45083","754"
"32039","1228"
"31145","189"
"20049","5742"
"20050","372"
"31146","30"
"41053","27524"
"50136","633"
"50138","51"
"50137","1155"
"18119","2134"
"16118","1563"
"19159","98"
"37170","1599"
"26086","15"
"34094","64"
"37171","481"
"28074","189861"
"16119","190"
"31147","117"
"31148","111"
"20051","8371"
"20052","1417"
"1058","1885"
"20068","234"
"48054","31795"
"32040","1568"
"31149","2913"
"26087","221"
"48057","7307"
"31908","1536"
"48055","3486"
"48056","1238"
"33033","10890"
"18120","326"
"24089","124303"
"31150","220"
"21044","27431"
"31151","55"
"31152","1725"
"9194","2529"
"25121","946"
"31153","2741"
"2042","919"
"50139","364"
"1034","203"
"26088","42"
"48081","2412"
"31154","242"
"20053","6122"
"2043","1358"
"30023","5305"
"44135","102"
"42105","49"
"44136","57"
"31155","292"
"39036","1204"
"39037","2379"
"2044","1175"
"4058","390"
"45084","2577"
"39038","1879"
"23055","57414"
"21045","263"
"44137","234"
"37172","949"
"11022","63147"
"25122","2700"
"50140","161"
"50141","120"
"20054","603"
"31156","295"
"8104","870"
"17088","818"
"25123","230"
"25124","176"
"8105","13480"
"17089","8453"
"24092","825"
"17090","696"
"17091","505"
"17092","4836"
"33035","13702"
"46154","1055"
"33036","13568"
"9195","58"
"47079","59"
"38024","20467"
"5113","60"
"13904","719"
"25125","451"
"46155","1170"
"25126","352"
"44141","159"
"25120","138956"
"6073","836"
